customer_id,sign_date,first_order_date,last_order_date,total_price,buy_cnt
USER_0650,2016-02-01,2019-11-09,2019-11-09,1368,5
USER_0470,2016-02-01,2019-04-10,2019-10-31,3477,40
USER_0468,2016-02-01,2019-11-12,2019-11-12,541,9
USER_1041,2016-02-01,2019-04-26,2019-11-03,116,11
USER_0682,2016-02-01,2019-01-30,2019-07-23,3162,39
USER_0349,2016-02-01,2019-01-05,2019-08-08,2039,33
USER_1090,2016-02-01,2019-08-10,2019-08-10,1291,18
USER_0045,2016-02-01,2019-08-13,2019-08-13,66,5
USER_1156,2016-02-01,2019-04-23,2019-04-23,1065,7
USER_0598,2016-02-01,2019-06-20,2019-12-14,3295,33
USER_0859,2016-02-01,2019-08-26,2019-08-26,652,15
USER_0866,2016-02-01,2019-03-06,2019-03-06,1917,15
USER_0585,2016-02-01,2019-01-01,2019-11-29,7383,58
USER_1227,2016-02-01,2019-12-16,2019-12-16,928,12
USER_0317,2016-02-01,2019-03-27,2019-09-04,1477,30
USER_0307,2016-02-01,2019-10-16,2019-10-16,1041,4
USER_1410,2016-02-01,2019-05-12,2019-10-04,457,8
USER_0591,2016-03-01,2019-06-18,2019-11-21,2670,37
USER_0176,2016-03-01,2019-11-03,2019-11-21,777,18
USER_1009,2016-03-01,2019-04-18,2019-04-18,72,5
USER_0989,2016-03-01,2019-11-02,2019-11-03,5057,48
USER_0157,2016-03-01,2019-09-05,2019-09-05,16,2
USER_0572,2016-03-01,2019-07-05,2019-10-02,21229,290
USER_0201,2016-03-01,2019-07-24,2019-07-24,1028,7
USER_1337,2016-03-01,2019-01-13,2019-01-13,871,9
USER_1119,2016-03-01,2019-05-15,2019-05-15,31,2
USER_0739,2016-03-01,2019-08-14,2019-08-14,1711,29
USER_1462,2016-03-01,2019-07-05,2019-07-05,50,4
USER_0679,2016-03-01,2019-04-11,2019-11-20,4404,27
USER_1141,2016-03-01,2019-01-13,2019-01-14,1118,5
USER_0949,2016-03-01,2019-10-25,2019-10-26,11159,137
USER_1169,2016-03-01,2019-01-31,2019-01-31,1412,9
USER_1401,2016-03-01,2019-09-10,2019-09-11,1890,13
USER_0872,2016-03-01,2019-03-12,2019-03-13,1736,17
USER_1204,2016-03-01,2019-01-21,2019-03-21,1824,22
USER_0178,2016-03-01,2019-09-11,2019-10-27,2579,36
USER_0100,2016-03-01,2019-06-28,2019-06-28,1646,30
USER_0630,2016-03-01,2019-01-05,2019-11-03,4840,52
USER_0331,2016-03-01,2019-08-14,2019-08-19,216,6
USER_0780,2016-03-01,2019-05-03,2019-05-03,3751,70
USER_0198,2016-03-01,2019-04-07,2019-04-07,1474,14
USER_0704,2016-03-01,2019-06-22,2019-08-22,55,4
USER_0414,2016-03-01,2019-10-28,2019-10-29,11123,115
USER_1241,2016-03-01,2019-07-13,2019-07-13,6427,37
USER_1336,2016-03-01,2019-01-30,2019-11-14,7836,123
USER_0212,2016-03-01,2019-01-18,2019-01-18,429,10
USER_0374,2016-03-01,2019-09-13,2019-09-14,2373,28
USER_0191,2016-03-01,2019-09-06,2019-09-06,3039,40
USER_0721,2016-03-01,2019-01-20,2019-01-20,1619,17
USER_0139,2016-03-01,2019-03-25,2019-06-29,3603,37
USER_1081,2016-03-01,2019-03-18,2019-11-06,10085,119
USER_0504,2016-03-01,2019-12-31,2019-12-31,1110,8
USER_1061,2016-03-01,2019-03-12,2019-05-24,2260,42
USER_0517,2016-04-01,2019-11-04,2019-12-03,4037,32
USER_0302,2016-04-01,2019-09-08,2019-09-08,42,5
USER_0075,2016-04-01,2019-04-12,2019-06-27,2437,33
USER_0328,2016-04-01,2019-07-31,2019-07-31,1404,31
USER_0875,2016-04-01,2019-02-25,2019-02-26,3488,38
USER_1453,2016-04-01,2019-06-20,2019-10-05,4428,60
USER_0179,2016-04-01,2019-10-27,2019-10-27,843,7
USER_0041,2016-04-01,2019-08-04,2019-08-04,5346,98
USER_0838,2016-04-01,2019-08-19,2019-08-19,634,5
USER_0214,2016-04-01,2019-04-04,2019-12-24,21041,62
USER_1126,2016-04-01,2019-11-08,2019-11-08,823,5
USER_0914,2016-04-01,2019-03-20,2019-09-06,2543,49
USER_0971,2016-04-01,2019-02-19,2019-11-17,9197,101
USER_0863,2016-04-01,2019-05-14,2019-12-08,2564,25
USER_0168,2016-04-01,2019-07-17,2019-08-01,905,31
USER_0943,2016-04-01,2019-05-22,2019-05-22,811,18
USER_0968,2016-04-01,2019-06-19,2019-07-22,2316,21
USER_1218,2016-04-01,2019-12-14,2019-12-15,35681,260
USER_0887,2016-04-01,2019-06-06,2019-06-06,1972,29
USER_0373,2016-04-01,2019-04-12,2019-12-10,2924,33
USER_0542,2016-04-01,2019-07-13,2019-11-22,1858,23
USER_0083,2016-04-01,2019-08-09,2019-08-09,2439,9
USER_1325,2016-04-01,2019-09-20,2019-09-20,3038,26
USER_1268,2016-04-01,2019-10-26,2019-10-26,2632,31
USER_1279,2016-04-01,2019-01-31,2019-01-31,1091,13
USER_1150,2016-04-01,2019-02-15,2019-11-22,5643,71
USER_0334,2016-04-01,2019-01-05,2019-12-20,5471,104
USER_0160,2016-04-01,2019-06-25,2019-06-29,19,2
USER_1057,2016-04-01,2019-12-10,2019-12-10,49,1
USER_0690,2016-05-01,2019-06-18,2019-06-28,2874,56
USER_1464,2016-05-01,2019-06-22,2019-10-05,2378,40
USER_0272,2016-05-01,2019-07-28,2019-07-28,140,1
USER_0633,2016-05-01,2019-04-07,2019-04-07,15,1
USER_0090,2016-05-01,2019-08-30,2019-08-30,257,10
USER_0190,2016-05-01,2019-01-01,2019-12-18,3052,44
USER_0172,2016-05-01,2019-01-29,2019-12-19,3979,47
USER_0164,2016-05-01,2019-07-05,2019-07-06,1028,14
USER_1199,2016-05-01,2019-12-01,2019-12-01,934,12
USER_1048,2016-05-01,2019-06-21,2019-12-17,5620,57
USER_0024,2016-05-01,2019-04-13,2019-04-13,2240,20
USER_0541,2016-05-01,2019-01-02,2019-11-29,15573,199
USER_0588,2016-05-01,2019-11-09,2019-11-09,7755,57
USER_0054,2016-05-01,2019-11-27,2019-11-27,4521,31
USER_0595,2016-05-01,2019-01-07,2019-01-08,8176,71
USER_0926,2016-05-01,2019-03-29,2019-08-17,637,19
USER_0554,2016-05-01,2019-09-26,2019-09-26,5321,58
USER_0017,2016-05-01,2019-12-13,2019-12-14,601,7
USER_0257,2016-05-01,2019-08-01,2019-11-15,8274,78
USER_0961,2016-05-01,2019-01-13,2019-01-13,6152,67
USER_0645,2016-06-01,2019-09-24,2019-09-24,2267,15
USER_0782,2016-06-01,2019-06-06,2019-06-06,132,6
USER_1058,2016-06-01,2019-04-10,2019-12-13,1085,18
USER_0335,2016-06-01,2019-09-05,2019-09-06,1281,26
USER_1377,2016-06-01,2019-01-09,2019-07-14,1576,28
USER_0657,2016-06-01,2019-01-08,2019-01-09,5218,54
USER_0717,2016-06-01,2019-11-03,2019-11-03,1067,16
USER_0519,2016-06-01,2019-05-02,2019-05-02,690,18
USER_0236,2016-06-01,2019-08-07,2019-08-07,1863,20
USER_0524,2016-06-01,2019-07-17,2019-12-25,8168,59
USER_0143,2016-06-01,2019-10-21,2019-10-24,4593,36
USER_0575,2016-06-01,2019-11-19,2019-11-19,5715,50
USER_0532,2016-06-01,2019-12-19,2019-12-19,2708,29
USER_0365,2016-06-01,2019-12-13,2019-12-13,853,11
USER_0264,2016-06-01,2019-07-16,2019-07-16,412,17
USER_1190,2016-06-01,2019-01-27,2019-12-06,3914,48
USER_0592,2016-06-01,2019-04-21,2019-09-30,7323,80
USER_1177,2016-06-01,2019-06-12,2019-06-12,3680,38
USER_1016,2016-06-01,2019-01-20,2019-01-29,1606,12
USER_0611,2016-06-01,2019-11-29,2019-11-29,2939,22
USER_0115,2016-06-01,2019-01-30,2019-01-30,1784,11
USER_0638,2016-06-01,2019-09-30,2019-09-30,80,3
USER_1254,2016-06-01,2019-12-13,2019-12-13,828,5
USER_0126,2016-06-01,2019-12-01,2019-12-01,529,9
USER_1071,2016-06-01,2019-01-21,2019-01-21,969,9
USER_1334,2016-06-01,2019-06-18,2019-09-30,2317,51
USER_0279,2016-06-01,2019-01-30,2019-01-30,1346,17
USER_1066,2016-06-01,2019-08-09,2019-08-10,2992,47
USER_0005,2016-07-01,2019-08-23,2019-08-23,628,16
USER_0490,2016-07-01,2019-06-21,2019-10-13,2991,42
USER_0828,2016-07-01,2019-01-16,2019-12-06,2508,24
USER_0972,2016-07-01,2019-12-16,2019-12-16,606,2
USER_0274,2016-07-01,2019-01-31,2019-04-08,3093,44
USER_0255,2016-07-01,2019-02-14,2019-05-18,2909,28
USER_0482,2016-07-01,2019-05-26,2019-11-29,13576,241
USER_0699,2016-07-01,2019-03-24,2019-03-24,534,6
USER_1070,2016-07-01,2019-08-10,2019-12-19,1699,19
USER_0567,2016-07-01,2019-06-16,2019-06-16,3239,16
USER_1096,2016-07-01,2019-03-16,2019-03-16,20,2
USER_0423,2016-07-01,2019-02-03,2019-07-10,6694,95
USER_0284,2016-07-01,2019-01-03,2019-05-21,2294,36
USER_1283,2016-07-01,2019-08-20,2019-08-21,1763,29
USER_0513,2016-07-01,2019-12-30,2019-12-31,510,9
USER_0518,2016-07-01,2019-01-29,2019-12-14,1884,42
USER_0427,2016-07-01,2019-01-17,2019-10-04,2789,61
USER_0797,2016-07-01,2019-06-14,2019-06-14,1451,22
USER_0529,2016-07-01,2019-03-12,2019-03-13,1413,14
USER_0624,2016-07-01,2019-03-27,2019-03-27,357,2
USER_0058,2016-07-01,2019-06-26,2019-06-26,1680,10
USER_1276,2016-07-01,2019-01-25,2019-01-25,161,2
USER_0916,2016-07-01,2019-04-14,2019-04-15,7333,74
USER_0705,2016-07-01,2019-12-26,2019-12-26,141,3
USER_0443,2016-07-01,2019-02-23,2019-02-23,2489,26
USER_0655,2016-07-01,2019-03-21,2019-07-20,3147,56
USER_0710,2016-07-01,2019-08-31,2019-10-22,579,25
USER_0405,2016-07-01,2019-06-27,2019-06-27,1481,39
USER_1086,2016-08-01,2019-05-26,2019-05-26,1873,15
USER_0684,2016-08-01,2019-06-07,2019-08-01,225,5
USER_0639,2016-08-01,2019-04-13,2019-04-14,3316,32
USER_1060,2016-08-01,2019-03-06,2019-07-21,5604,60
USER_1373,2016-08-01,2019-10-05,2019-10-05,1090,12
USER_0835,2016-08-01,2019-06-11,2019-08-25,6997,99
USER_0772,2016-08-01,2019-07-24,2019-07-25,12876,157
USER_1138,2016-08-01,2019-01-17,2019-06-01,6863,75
USER_0906,2016-08-01,2019-01-02,2019-12-26,5112,52
USER_0380,2016-08-01,2019-03-23,2019-03-23,1163,6
USER_0495,2016-08-01,2019-06-20,2019-06-20,148,4
USER_0962,2016-08-01,2019-08-13,2019-08-13,172,2
USER_1455,2016-08-01,2019-07-26,2019-08-23,965,22
USER_1219,2016-08-01,2019-05-15,2019-08-24,6579,122
USER_1042,2016-08-01,2019-03-14,2019-03-14,971,8
USER_1108,2016-08-01,2019-03-07,2019-04-18,2750,33
USER_0984,2016-08-01,2019-09-05,2019-09-05,724,14
USER_1040,2016-08-01,2019-08-22,2019-08-22,2233,39
USER_0396,2016-08-01,2019-03-19,2019-12-26,3967,35
USER_1381,2016-08-01,2019-05-06,2019-05-07,2733,29
USER_0722,2016-08-01,2019-09-27,2019-09-27,1871,10
USER_1214,2016-08-01,2019-03-18,2019-03-18,1456,22
USER_0793,2016-08-01,2019-05-08,2019-11-19,7728,90
USER_0719,2016-08-01,2019-01-31,2019-12-04,2195,17
USER_1368,2016-08-01,2019-03-27,2019-03-27,20,1
USER_0990,2016-08-01,2019-02-23,2019-02-23,856,21
USER_0278,2016-08-01,2019-07-18,2019-07-18,522,8
USER_0612,2016-08-01,2019-06-20,2019-06-20,29,2
USER_0947,2016-08-01,2019-01-03,2019-01-04,3810,28
USER_0810,2016-08-01,2019-08-03,2019-08-03,890,13
USER_0660,2016-08-01,2019-02-24,2019-09-18,6555,105
USER_0552,2016-08-01,2019-06-24,2019-12-21,2000,22
USER_0736,2016-08-01,2019-01-02,2019-12-19,76032,587
USER_0555,2016-08-01,2019-01-31,2019-01-31,6820,76
USER_0731,2016-08-01,2019-09-09,2019-09-10,6878,61
USER_0709,2016-08-01,2019-04-20,2019-04-20,1054,23
USER_0360,2016-08-01,2019-05-21,2019-12-06,1200,22
USER_1292,2016-08-01,2019-09-25,2019-09-25,11713,103
USER_0189,2016-08-01,2019-02-28,2019-02-28,172,11
USER_1309,2016-09-01,2019-12-18,2019-12-18,4878,41
USER_0379,2016-09-01,2019-06-22,2019-06-22,931,18
USER_1228,2016-09-01,2019-08-25,2019-09-30,1795,52
USER_0416,2016-09-01,2019-05-25,2019-05-31,3126,48
USER_0520,2016-09-01,2019-01-24,2019-01-25,6031,50
USER_1208,2016-09-01,2019-05-16,2019-05-16,2555,53
USER_1148,2016-09-01,2019-08-25,2019-10-05,1181,16
USER_0461,2016-09-01,2019-07-19,2019-07-19,1673,18
USER_0466,2016-09-01,2019-01-09,2019-01-09,731,9
USER_0002,2016-09-01,2019-06-22,2019-10-19,1437,23
USER_0012,2016-09-01,2019-08-17,2019-08-31,2250,22
USER_0579,2016-09-01,2019-08-18,2019-08-19,5841,110
USER_0029,2016-09-01,2019-03-28,2019-03-29,1731,11
USER_0040,2016-09-01,2019-07-18,2019-07-18,992,14
USER_0071,2016-09-01,2019-02-04,2019-12-16,783,15
USER_1021,2016-09-01,2019-04-05,2019-05-31,5847,18
USER_0609,2016-09-01,2019-09-28,2019-09-29,1032,17
USER_0892,2016-09-01,2019-12-10,2019-12-10,397,4
USER_1077,2016-09-01,2019-07-24,2019-12-13,10918,105
USER_0131,2016-09-01,2019-02-08,2019-08-09,2317,24
USER_0873,2016-09-01,2019-12-19,2019-12-19,22,1
USER_0857,2016-09-01,2019-09-23,2019-09-24,1001,18
USER_1007,2016-09-01,2019-01-23,2019-01-24,2074,13
USER_0187,2016-09-01,2019-03-15,2019-03-15,2041,60
USER_0677,2016-09-01,2019-01-19,2019-01-19,206,1
USER_0805,2016-09-01,2019-04-20,2019-11-08,3170,43
USER_0553,2016-09-01,2019-05-16,2019-05-16,1620,54
USER_0792,2016-09-01,2019-02-10,2019-02-10,3373,31
USER_0769,2016-09-01,2019-05-10,2019-05-10,1604,25
USER_1059,2016-09-01,2019-02-21,2019-02-22,4459,45
USER_0425,2016-09-01,2019-10-03,2019-10-03,9342,93
USER_1388,2016-09-01,2019-04-19,2019-04-19,6617,40
USER_0337,2016-09-01,2019-01-03,2019-01-03,1280,10
USER_1315,2016-09-01,2019-03-13,2019-03-13,1117,18
USER_0261,2016-10-01,2019-01-20,2019-01-20,467,5
USER_0754,2016-10-01,2019-08-17,2019-08-17,68,8
USER_0250,2016-10-01,2019-07-19,2019-07-19,443,16
USER_1335,2016-10-01,2019-06-12,2019-06-12,158,1
USER_0473,2016-10-01,2019-10-19,2019-10-19,3880,39
USER_0958,2016-10-01,2019-04-24,2019-04-24,2439,38
USER_1291,2016-10-01,2019-03-08,2019-03-08,4427,60
USER_1203,2016-10-01,2019-08-04,2019-08-05,6166,131
USER_0092,2016-10-01,2019-12-10,2019-12-10,1365,12
USER_0224,2016-10-01,2019-08-17,2019-08-17,33,3
USER_0523,2016-10-01,2019-12-12,2019-12-12,425,2
USER_0020,2016-10-01,2019-10-16,2019-10-16,2013,11
USER_1432,2016-10-01,2019-04-27,2019-07-16,10637,155
USER_0010,2016-10-01,2019-03-27,2019-07-28,583,10
USER_1386,2016-10-01,2019-05-10,2019-05-18,969,18
USER_0497,2016-10-01,2019-10-23,2019-10-23,612,6
USER_0283,2016-10-01,2019-06-07,2019-08-02,808,32
USER_0286,2016-10-01,2019-04-05,2019-09-04,3011,36
USER_1080,2016-10-01,2019-01-25,2019-04-19,2008,19
USER_0391,2016-10-01,2019-01-17,2019-02-09,889,12
USER_0197,2016-10-01,2019-02-12,2019-12-28,8521,138
USER_1164,2016-10-01,2019-12-30,2019-12-30,5009,38
USER_0760,2016-10-01,2019-06-16,2019-06-16,2792,24
USER_0395,2016-10-01,2019-05-10,2019-05-10,1012,16
USER_0366,2016-10-01,2019-06-12,2019-06-12,17,1
USER_1056,2016-10-01,2019-11-01,2019-11-01,10850,93
USER_0218,2016-11-01,2019-03-29,2019-08-17,2212,32
USER_1010,2016-11-01,2019-04-15,2019-04-16,7206,60
USER_1001,2016-11-01,2019-08-30,2019-08-30,32,6
USER_1363,2016-11-01,2019-10-13,2019-10-13,860,8
USER_0023,2016-11-01,2019-02-01,2019-07-14,1342,13
USER_0358,2016-11-01,2019-01-30,2019-10-11,9716,123
USER_1101,2016-11-01,2019-02-01,2019-02-01,2264,17
USER_0180,2016-11-01,2019-06-24,2019-11-10,5602,72
USER_0073,2016-11-01,2019-04-19,2019-04-19,283,3
USER_1160,2016-11-01,2019-03-19,2019-10-23,2732,53
USER_0103,2016-11-01,2019-02-06,2019-12-21,3749,47
USER_1316,2016-11-01,2019-01-25,2019-12-27,3358,41
USER_0879,2016-11-01,2019-04-03,2019-08-29,3624,48
USER_0445,2016-11-01,2019-08-31,2019-10-05,1671,21
USER_1242,2016-11-01,2019-02-24,2019-09-02,1981,27
USER_0955,2016-11-01,2019-04-09,2019-04-10,1600,21
USER_1451,2016-11-01,2019-09-14,2019-09-14,2772,43
USER_0121,2016-11-01,2019-04-12,2019-04-12,50,1
USER_0666,2016-11-01,2019-02-11,2019-02-12,2354,35
USER_1121,2016-11-01,2019-02-13,2019-10-07,10905,129
USER_1371,2016-11-01,2019-02-02,2019-12-05,8869,93
USER_0583,2016-11-01,2019-02-02,2019-10-22,7142,89
USER_0959,2016-11-01,2019-07-12,2019-07-12,4148,54
USER_0725,2016-11-01,2019-04-17,2019-07-26,3612,40
USER_0019,2016-11-01,2019-06-26,2019-10-18,1635,30
USER_0619,2016-11-01,2019-12-14,2019-12-14,1123,6
USER_0716,2016-11-01,2019-12-12,2019-12-12,840,8
USER_0498,2016-11-01,2019-01-20,2019-01-20,3496,28
USER_0753,2016-11-01,2019-06-20,2019-06-20,1274,8
USER_1409,2016-11-01,2019-08-11,2019-08-11,37,5
USER_0477,2016-11-01,2019-03-21,2019-03-21,1106,13
USER_1275,2016-11-01,2019-11-12,2019-11-12,330,8
USER_1408,2016-11-01,2019-12-13,2019-12-13,20,1
USER_0702,2016-11-01,2019-04-19,2019-04-19,950,15
USER_1375,2016-11-01,2019-04-07,2019-11-30,10166,115
USER_1372,2016-11-01,2019-06-27,2019-10-31,828,18
USER_0220,2016-11-01,2019-12-22,2019-12-22,7423,48
USER_0724,2016-12-01,2019-12-13,2019-12-13,801,18
USER_0213,2016-12-01,2019-12-10,2019-12-10,965,20
USER_1467,2016-12-01,2019-07-29,2019-10-10,6370,102
USER_1251,2016-12-01,2019-04-15,2019-04-15,1290,5
USER_1389,2016-12-01,2019-01-07,2019-07-08,855,10
USER_0652,2016-12-01,2019-08-27,2019-10-31,4395,74
USER_0129,2016-12-01,2019-04-30,2019-04-30,701,14
USER_0102,2016-12-01,2019-03-27,2019-11-08,3053,33
USER_0953,2016-12-01,2019-01-19,2019-01-20,5317,63
USER_1457,2016-12-01,2019-04-18,2019-06-12,135,2
USER_0576,2016-12-01,2019-11-15,2019-11-15,4130,24
USER_1439,2016-12-01,2019-11-28,2019-11-28,4044,42
USER_0694,2016-12-01,2019-01-11,2019-01-11,2151,27
USER_0557,2016-12-01,2019-05-04,2019-05-04,2472,38
USER_0999,2016-12-01,2019-08-02,2019-08-02,380,8
USER_0382,2016-12-01,2019-09-14,2019-09-14,40,1
USER_0727,2016-12-01,2019-08-16,2019-10-05,3530,55
USER_1109,2016-12-01,2019-05-30,2019-05-30,785,16
USER_0048,2016-12-01,2019-07-27,2019-07-27,11,1
USER_1221,2016-12-01,2019-04-07,2019-07-11,9996,137
USER_0390,2016-12-01,2019-12-06,2019-12-12,1412,13
USER_0186,2017-01-01,2019-07-12,2019-07-12,10,1
USER_1333,2017-01-01,2019-08-17,2019-08-17,1095,13
USER_0357,2017-01-01,2019-05-01,2019-05-01,364,7
USER_1174,2017-01-01,2019-11-15,2019-11-16,5991,55
USER_0367,2017-01-01,2019-02-16,2019-02-16,314,2
